item_id,display_name,Weight,Description,Dropped By,Comment,Item Script,Compound On,Class,Defense,Required Lvl,Refineable,Applicable Job,Attack,Property,Weapon Lvl
20001,Angeling Wings,50,Angeling Wings. Increase damage on Angel monsters by 10%.,,,"{ bonus2 bAddRace,RC_Angel,10; }",,Lower Head,1,1,No,,,,
2276,Angled Glasses,10,A pair of glasses with lenses that are angled up and outward.,Savage (1%) Savage (0.5%) Gullinbursti (0.5%),,{  },,Mid Head,1,0,No,,,,
20238,Angled Glasses [1],50,Angled Glasses. All stats +1.,,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
1599,Angra Manyu,1,The Real Holy Cross,,,"{ bonus bAllStats,50; bonus bBaseAtk,3800; bonus2 bHPDrainRate,1000,100; }",,Mace,,1,Yes,,200,Neutral,1
20553,Angry Eyebrows [1],0,Furry eyebrows that make you looked ANGRY! All stats +1.,,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
5113,Angry Snarl,5,A headgear that finally allows its wearer to express inner rage or slight disgust. Breathe new life into your Bunny and Kitty Band by looking like an angry kitty... or bunny.,Teddy Bear (25%) Goblin Leader (5%) Heirozoist (0.5%),,{  },,Lower Head,0,0,No,,,,
5521,Angry Snarl,0,... Reduces after-cast skill delay by 3%.,,,"{ bonus bDelayRate,-3; }",,Lower Head,0,0,No,,,,
702,Animal Gore,10,Bottled blood from a freshly slain beast. It's usually used to lure other animals.,Medusa (100%) Pest (5%) Gullinbursti (3%) Savage (1.5%) Savage (1%),,,,,,,,,,,
7055,Animal Poop,5,"Animal feces which make a horrible gift for a girl, or anyone for that matter.",,,,,,,,,,,,
919,Animal Skin,1,"Animal hide that can be used in making clothes, coverings or beddings. [ eRO Quest Item ]",Savage Babe (100%) Roween (100%) Smokie (100%) Tarou (100%) Yoyo (100%) Wolf (100%) Matyr (100%) Hell Poodle (100%) Coco (100%) Caramel (100%) Bigfoot (100%) Baby Desert Wolf (100%) Grizzly (100%) Galion (100%) Cowring (75%),,,,,,,,,,,
29519,Animal_Furs,100,Cosy animal furs. Give +1 to all stats.,,,"{ bonus bAllStats,1; }",,Armor,3,1,No,,,,
5486,Anniversary Hat,30,A hat made to celebrate the 6th Anniversary. All Status + 2,,,"{ bonus bAllStats,2; }",,Upper Head,3,0,Yes,,,,
5089,Annoyed Mask,10,A mask with an annoyed expression on it.,Goblin (7.5%),,{  },,"Lower Head, Mid Head",1,0,No,,,,
605,Anodyne,10,A medicine made from ground Mint that is used to ease pain and relax muscle tension. It's a popular painkiller because of its potency.,Pest (50%) Galapago (50%) Beholder (50%) Noxious (25%) Myst (10%) Savage (7.5%) Gullinbursti (7.5%) Savage (5%) Permeter (0.5%),,"{ itemskill ""SM_ENDURE"",1; }",,,,,,,,,
4234,Anolian Card,,"Add a 3% chance of auto casting Level 1 Attention Concentrate on the user when the user receives Physical Damage. If the user has mastered the skill at Level 10, it will cast Level 10 Attention Concentrate. [Cruiser & Alligator & Merman & Dragon Tail Card Combo]",Anolian (0.5%),,"{ bonus3 bAutoSpellWhenHit,""AC_CONCENTRATION"",1+9*(getskilllv(""AC_CONCENTRATION"")==10),30; }",Armor,,,,,,,,
30151,Anolian Pokeball,0,A Pokeball in which an Anolian Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
7003,Anolian Skin,1,A sticky piece of Anolian skin.,Anolian (100%) Alligator (100%),,,,,,,,,,,
4344,Anopheles Card,,Add a chance of gaining 'Tentacle and Cheese Gratin' each time an Insect monster is killed.,Anopheles (0.5%),,"{ bonus3 bAddMonsterDropItem,12058,RC_Insect,50; }",Accessory,,,,,,,,
30133,Anopheles Pokeball,0,A Pokeball in which an Anopheles Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
20629,Anrichan's Heart Ring,50,So cute it hurts!,,,{  },,Lower Head,1,1,No,,,,
1014,Ant Jaw,1,"A tough, sharp jaw from an ant.",Ungoliant (100%),,,,,,,,,,,
7106,Antelope Horn,1,An impressive horn from an antelope. [ eRO Quest Item ],Goat (100%),,,,,,,,,,,
7107,Antelope Skin,1,Some dirty fur from an antelope. [ eRO Quest Item ],Goat (100%),,,,,,,,,,,
6322,Antler Helmet,1,...,Antler Scaraba Egg (70%) Antler Scaraba (70%),,,,,,,,,,,
2284,Antlers,50,"A set of deer antlers that humans, finally, can proudly wear.",,,{  },,Upper Head,4,0,Yes,,,,
4243,Antonio Card,,Add a 50% chance of auto casting Level 1 Teleport on the user when the user receives Physical Damage.,Antonio (0.5%),,"{ bonus3 bAutoSpellWhenHit,""AL_TELEPORT"",1,500; }",Armor,,,,,,,,
30003,Antonio Pokeball,0,A Pokeball in which an Antonio Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
5136,Antonio's Santa Hat,10,"A new Santa hat redesigned by an artist named ""Louise Kim"" who searched for something extraordinary.",,,{  },,Upper Head,3,0,Yes,,,,
4138,Anubis Card,,Reduce damage from Angel monster by 30%.,Anubis (0.5%),,"{ bonus2 bSubRace,RC_Angel,30; }",Shield,,,,,,,,
5490,Anubis Helm,0,"This ceremonial headdress holds the likeness of Anubis, god of the underworld. It is rumored that it empowers the wearer against powerful divine beings.",Anubis (0.5%),,"{ bonus2 bSubRace,RC_Boss,10; bonus2 bSkillHeal2,""AL_HEAL"",10; bonus2 bAddItemHealRate,IG_Recovery,10; }",,Upper Head,3,70,Yes,,,,
986,Anvil,50,A smithing tool on which heated metals are placed so that they can be shaped by hammering. Used in the making of common products.,,,,,,,,,,,,
7811,Anvil,1,Anvil gold.,,,,,,,,,,,,
31017,AP Bullet,0.3,A bullet topped with a hardened point. Increases Critical Rate by 20.,,,,,,,,,,,,
4242,Apocalipse Card,,VIT + 2 [Refine Rate 9~10] Maximum HP + 5000,Apocalypse (0.5%),,"{ bonus bVit,2; if(getrefine()>8) bonus bMaxHP,5000; }",Armor,,,,,,,,
512,Apple,2,"A round, edible fruit that, when eaten once a day, keeps the doctor away. Recovers a small amount of HP. [ eRO Quest Item ]",Poporing (100%) Santa Poring (100%) Stapo (100%) Mastering (100%) Mime Monkey (100%) Chepet (100%) Drops (100%) Lunatic (100%) Poring (75%) Aster (50%) Wootan Shooter (50%) Zipper Bear (45%),,"{ itemheal rand(16,22),0; }",,,,,,,,,
13260,Apple Bomb,0.1,A small apple loaded with explosive powder. It doesn't pack much punch but you can get good range.,,,,,,,,,,,,
6279,Apple Bomb Guidebook,1,A guide on how to make apple bombs.,,,,,,,,,,,,
20580,Apple Hat [1],70,A bao bao made with apples!,,,{  },,Upper Head,2,10,Yes,,,,
531,Apple Juice,4,Bottled apple juice that's easy to digest. Recovers a suitable amount of HP.,Mastering (100%) Earth Crystal (100%) Crystal (100%),,"{ itemheal rand(25,35),0; }",,,,,,,,,
2285,Apple of Archer,20,"A headgear made in the honor of the legendary archer who shot an apple, on top of a friend's head, from a long distance. DEX + 3",Archer Skeleton (1.5%) Firelock Soldier (0.5%),,"{ bonus bDex,3; }",,Upper Head,0,30,Yes,,,,
6108,Apple Pudding,1,Apple flavored pudding. Excellent taste.,,,,,,,,,,,,
6156,Approval Report,1,...,,,,,,,,,,,,
20185,April Kanzashi [1],50,"A kanzashi ornament of a single butterfly, typically worn in the month of April. LUK +1.",,,"{ bonus bLuk,1; }",,Upper Head,2,1,Yes,,,,
4443,Aqua Elemental Card,,Decreases damage from Water Property by 20%. Increases damage against Water Property monsters by 5%.,Undine (0.5%),,"{ bonus2 bSubEle,Ele_Water,20; bonus2 bAddEle,Ele_Water,5; }",Shield,,,,,,,,
30289,Aqua Elemental Pokeball,0,A Pokeball in which a Aqua Elemental Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
720,Aquamarine,10,"A clear, sky blue jewel that is the birthstone for people born in March. [ eRO Quest Item ]",Merman (20%) Marin (20%) Strouf (10%) Obeaune (5%) Pouring (5%) Marse (5%) Marine Sphere (5%) Dragon Egg (5%) Marc (5%) Phen (2.5%),,,,,,,,,,,
23004,Aquaring Card,,Adds a small chance of casting Level 2 Waterball when hit.,Aquaring (0.5%),,"{ bonus4 bAutoSpellWhenHit,""WZ_WATERBALL"",2,50,1; }",Armor,,,,,,,,
20528,Aquaring Hat [1],50,Aquaring Hat. Chance to gain Pokeball when killing a monster. Chance to drop increased as target monster level increases.,Aquaring (0.5%),,"{ bonus2 bAddMonsterDropItem,21004,-6; }",,Upper Head,2,1,Yes,,,,
30121,Aquaring Pokeball,0,A Pokeball in which an Aquaring Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
5513,Aquarius Crown,30,"This crown honors Aquarius, the 11th astrological sign in the zodiac calendar. STR + 2, FLEE + 10, Increases resistance to Wind status by 5%. [Refine Rate 7~10] DEF + 1, ATK + 15.",,,"{ bonus bStr,2; bonus bFlee,10; bonus2 bResEff,Eff_Wind,500; }",,Upper Head,3,70,No,,,,
5512,Aquarius Diadem,30,"This diadem honors Aquarius, the 11th astrological sign in the zodiac calendar. STR + 2, FLEE + 10, Increases resistance to Wind status by 5%. [Refine Rate 7~10] DEF + 1, ATK + 15.",,,"{ bonus bStr,2; bonus bFlee,10; bonus2 bResEff,Eff_Wind,500; }",,Upper Head,3,70,No,,,,
1713,Arbalest [1],100,"A powerful siege weapon that is, in essence, a huge crossbow. DEX + 2",,,"{ bonus bDex,2; }",,Bow/Crossbow,,33,Yes,,90,Neutral,3
1715,Arbalest [2],100,"A powerful siege weapon that is, in essence, a huge crossbow. DEX + 2",Raydric Archer (1.5%),,"{ bonus bDex,2; }",,Bow/Crossbow,,33,Yes,,90,Neutral,3
20595,Arc Angeling Backpack [1],50,Cute Arc Angeling Backpack.,,,{  },,Lower Head,1,1,No,,,,
4241,Arc Angeling Card,,Maximum HP + 300 Increase HP and SP Recovery by 200%. This card does not stack with itself. Points : 1 MVP Point,Arc Angeling (0.5%),,"{ if(@mvpcount<6) { if (isequippedcnt(4241)==1) { bonus bMaxHP,300; bonus bHPrecovRate,200; bonus bSPrecovRate,200; } } }","Upper, Mid, and Lower Head",,,,,,,,
30004,Arc Angeling Pokeball,0,A Pokeball in which an Arc Angeling Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
1610,Arc Wand [1],40,"An ornate, elegantly crafted wand that grants powerful magical energy. INT + 3, MATK + 15%",,,"{ bonus bInt,3; bonus bMatkRate,15; }",,Wand/Staff,,24,Yes,,60,Neutral,3
1611,Arc Wand [2],40,"An ornate, elegantly crafted wand that grants powerful magical energy. INT + 3, MATK + 15%",Kathryne Keyron (100%) High Wizard Kathryne (100%) Wind Ghost (4%) Bathory (2.5%),,"{ bonus bInt,3; bonus bMatkRate,15; }",,Wand/Staff,,24,Yes,,60,Neutral,3
1612,Arc Wand,40,"An ornate, elegantly crafted wand that grants powerful magical energy. INT + 3, MATK + 15%",,,"{ bonus bInt,3; bonus bMatkRate,15; }",,Wand/Staff,,24,Yes,,60,Neutral,3
4371,Archdam Card,,"ATK + 10 Increase Casting Time by 20%. [+ Permeter & Freezer & Heater] - INT + 1 - STR + 1 - DEF + 2 - SP Recovery + 10% - Inflict 10% more damage with Shield Chain and Sacrifice. - Reduce Casting Time by 10%. [Crusader, Paladin] - Blesses an Armor with the Holy Property.",Archdam (0.5%),,"{ bonus bBaseAtk,10; bonus bCastrate,20; if(isequipped(4311,4319,4331)) { bonus bInt,1; bonus bStr,1; bonus bDef,2; bonus bSPrecovRate,10; bonus2 bSkillAtk,""PA_SHIELDCHAIN"",10; bonus2 bSkillAtk,""PA_SACRIFICE"",10; bonus bCastrate,-10; if(BaseJob == Job_Crusader) { bonus bDefEle,Ele_Holy; } } }",Armor,,,,,,,,
2769,Archer Figure [1],0,A figure made representing the Archer Class. DEX + 2. [Archer Class] Perfect Hit +5.,Nuenberg Treasure (12%),,"{ bonus bDex,2; if(BaseClass == Job_Archer) bonus bPerfectHitAddRate,5; }",,Accessory,0,0,No,,,,
4094,Archer Skeleton Card,,Increase damage with Bow class weapons by 10%.,Archer Skeleton (0.5%),,"{ bonus bLongAtkRate,10; }",Weapon,,,,,,,,
2822,Archer Tutorial [1],1,A guide to help experience the basic skill of Archer. SP + 100.,,,"{ bonus bMaxSP,100; }",,Accessory,0,0,No,,,,
7349,Archive Permit,0,"A permit which allows its holder to enter the archive. The number ""738495"" is written on the back.",,,,,,,,,,,,
4240,Arclouze Card,,[Refine Rate 0~5] DEF + 2 MDEF + 3,Arclouze (0.5%),,"{ if (getrefine()<6) { bonus bDef,2; bonus bMdef,3; } }",Shield,,,,,,,,
4114,Argiope Card,,Enchant an Armor with the Poison Property. DEF + 1,Argiope (0.5%),,"{ bonus bDefEle,Ele_Poison; bonus bDef,1; }",Armor,,,,,,,,
4075,Argos Card,,Increase resistance to Stone Curse status by 20%. DEF + 1,Argos (0.5%),,"{ bonus2 bResEff,Eff_Stone,2000; bonus bDef,1; }",Shield,,,,,,,,
5546,Aries Crown,40,"A magnificent crown created to pay tribute to the 1st sign of the zodiac, Aries the Ram. Attached to the crown is a Diamond gemstone, the birthstone for those born under this sign. VIT + 2, Increases resistance to Fire Property by 5%. [Refine Rate 7~10] DEF + 1, VIT + 1.",,,"{ bonus bVit,2; bonus2 bSubEle,Ele_Fire,5; if(getrefine() >= 7) bonus bDef,1; bonus bVit,1; }",,Upper Head,3,70,Yes,,,,
5545,Aries Diadem,40,"A magnificent diadem created to pay tribute to the 1st sign of the zodiac, Aries the Ram. Attached to the crown is a Diamond gemstone, the birthstone for those born under this sign. VIT + 2, Increases resistance to Fire Property by 5%. [Refine Rate 7~10] DEF + 1, VIT + 1.",,,"{ bonus bVit,2; bonus2 bSubEle,Ele_Fire,5; if(getrefine() >= 7) bonus bDef,1; bonus bVit,1; }",,Upper Head,3,70,Yes,,,,
2117,Arm Guard,15,"A wrist protector, designed exclusively for the Ninja class, that is padded with a steel plate for increased defense and durability.",Yoko Fujibayashi (25%),,{  },,Shield,5,20,Yes,,,,
2118,Arm Guard [1],15,"A wrist protector, designed exclusively for the Ninja class, that is padded with a steel plate for increased defense and durability.",Vesper (25%) Shinobi (5%) Yoko Fujibayashi (2.5%),,{  },,Shield,5,20,Yes,,,,
4347,Armeyer Dinze Card,,Add a chance of gaining 'Clam Soup' each time a Fish monster is killed.,Armeyer Dinze (0.5%),,"{ bonus3 bAddMonsterDropItem,12053,RC_Fish,50; }",Accessory,,,,,,,,
30162,Armeyer Dinze Pokeball,0,A Pokeball in which an Armeyer Dinze Cute Pet rests. Can be hatched by using a Pet Incubator.,,,,,,,,,,,,
639,Armlet of Obedience,5,"A fancy, intricately decorated bracelet. Isis is lured by its regal beauty.",Verit (10%),,{ pet 1029; },,,,,,,,,
2656,Armor Charm,100,"A mysterious, ancient artifact that can endow a normal armor with great defensive power, although it does make the wearer feel very sluggish. Maximum HP + 500 [+ Padded Armor] DEF + 5 Maximum HP + 2000",Venatu (5%) Venatu (5%) Dimik (5%) Dimik (5%),,"{ bonus bMaxHP,500; }",,Accessory,1,1,No,,,,
29506,Armor Charm [1],100,"A mysterious, ancient artifact that can endow a normal armor with great defensive power, although it does make the wearer feel very sluggish. Maximum HP + 500 [+ Padded Armor] DEF + 5 Maximum HP + 2000",,,"{ bonus bMaxHP,500; }",,Accessory,1,1,No,,,,
15008,Armor of Flame,100,... MDEF + 1.,,,"{ bonus bMdef,1; }",,Armor,4,1,Yes,,,,
7210,Armor Piece of Dullahan,1,A broken piece of an armor said to be worn by Dullahan.,Dullahan (100%),,,,,,,,,,,
2447,Army Boots,100,... ...,,,{  },,Footgear,5,0,Yes,,,,
2261,Army Cap,40,A squad cap issued by the Prontera Military.,,,{  },,Upper Head,4,0,Yes,,,,
2706,Arrest Handcuffs,1,Cash Items Arrest handcuffs. It will not be able to destroy very hardly. The hazard which binds the people who is dangerous it is used.,,,{  },,Accessory,0,0,No,,,,
1750,Arrow,0.1,A common arrow.,Savage Babe (100%) Condor (100%),,,,,,,,,,,
1766,Arrow of Counter Evil,0.3,An arrow that is said to have the might to counter evil.,,,,,,,,,,,,
5823,Arrow Of Love,0,"... DEX + 5, AGI + 5.",,,"{ bonus bDex,5; bonus bAgi,5; }",,Accessory,1,0,No,,,,
1755,Arrow of Wind,0.2,An arrow enchanted by the power of the Wind.,Orc Archer (100%),,,,,,,,,,,
12321,Arunafeltz Desert Sandwich,30,A snack sent from Arunafeltz. This sandwich helps developing stamina with its spicy taste. Critical + 7 for 10 minutes.,,,"{ sc_start SC_INCCRI,600000,7; }",,,,,,,,,
12084,Ascending Dragon Soup,100,A spicy soup with dragon meat whose flavor gives one the sensation of flight. VIT + 9,,,"{ sc_start SC_VITFood, 1200000, 9; percentheal 22,0; }",,,,,,,,,
29717,Ascending Dragon Soup,1,A spicy soup with dragon meat whose flavor gives one the sensation of flight. VIT + 9,,,"{ sc_start SC_VITFood, 1800000, 9; }",,,,,,,,,
6000,Ashes of Darkness,0,A dark ash imbued with mystery magical power and darkness.,,,,,,,,,,,,
5505,Ashura Fairy Hat,50,"A hat worn by priests when performing a sacrificial rite. Shape of a hat resembles the ancient fairies of Ashura. DEX +2, LUK + 2",,,"{ bonus bDex,2; bonus bLuk,2; }",,"Upper Head, Mid Head",2,50,No,,,,
4114,Argiope Card,,Enchant an Armor with the Poison Property. DEF + 1,Argiope (0.5%),,"{ bonus bDefEle,Ele_Poison; bonus bDef,1; }",Armor,,,,,,,,
4075,Argos Card,,Increase resistance to Stone Curse status by 20%. DEF + 1,Argos (0.5%),,"{ bonus2 bResEff,Eff_Stone,2000; bonus bDef,1; }",Shield,,,,,,,,
7572,Ashy Necklace,0,A necklace that was supposedly crafted by skilled Dwarves.,,,,,,,,,,,,
20305,ASPD Valkyrie Helm [1],50,"The helm worn by those women who served Odin as ""Maidens of War"", or Valkryies. The open winged look of the helm symbolizes elite status. Grants the wearer +2 Attack Speed and increases Movement Speed by 15%.",,,"{ bonus bAspd,2; bonus bSpeedAddRate,15; }",,Upper Head,1,75,Yes,,,,
2541,Asprika,40,"Wings created using all the light in the world. Its name means ""Light of the Gods"". Adds resistance to ALL elements by 30%. FLEE + 30, MDEF + 5. Enables use of Level 1 Teleport. Cannot be refined, cannot be destroyed.",,,"{ bonus bMdef,5; bonus3 bSubEle,Ele_Neutral,30,BF_SHORT; bonus3 bSubEle,Ele_Water,30,BF_SHORT; bonus3 bSubEle,Ele_Earth,30,BF_SHORT; bonus3 bSubEle,Ele_Fire,30,BF_SHORT; bonus3 bSubEle,Ele_Wind,30,BF_SHORT; bonus3 bSubEle,Ele_Poison,30,BF_SHORT; bonus3 bSubEle,Ele_Holy,30,BF_SHORT; bonus3 bSubEle,Ele_Dark,30,BF_SHORT; bonus3 bSubEle,Ele_Ghost,30,BF_SHORT; bonus3 bSubEle,Ele_Undead,30,BF_SHORT; bonus bFlee,30; skill ""AL_TELEPORT"",1; bonus bUnbreakableGarment,0; }",,Garment,5,94,No,,,,
4359,Assassin Cross Card,,Enables use of Level 3 Cloaking. Points : 2 MVP Points,Assassin Cross Eremes (0.5%),,"{ if(@mvpcount<6) { skill ""AS_CLOAKING"",3; } }",Garment,,,,,,,,
1232,Assassin Dagger,60,A dagger commonly used by Assassins. Slightly increases Attack Speed. Maximum SP + 15% Maximum HP + 20%,Osiris (75%),,"{ bonus bMaxHPrate,20; bonus bMaxSPrate,15; bonus bAspdRate,2; bonus bAtkEle,Ele_Dark; }",,Dagger,,36,Yes,,140,Shadow,4
13033,Assassin Dagger [1],60,A dagger commonly used by Assassins. Slightly increases Attack Speed. Maximum SP + 15% Maximum HP + 20%,Osiris (5%),,"{ bonus bMaxHPrate,20; bonus bMaxSPrate,15; bonus bAspdRate,2; bonus bAtkEle,Ele_Dark; }",,Dagger,,36,Yes,,140,Shadow,4
5054,Assassin Mask,10,An exclusive mask for assassins. Covers most of the face.,,,{  },,Lower Head,0,70,No,,,,
5096,Assassin Mask,10,A mask of dark color that is used by the Assassin to cover his face. It feels that the concious of the heart is eliminated when it is worn.,Samurai Specter (100%) Incantation Chung-E (100%) Byorgue (1.5%),,{  },,Lower Head,0,70,No,,,,
20215,Assassin Mask [1],50,An exclusive mask for assassins. Covers most of the face. All stats +1.,,,"{ bonus bAllStats,1; }",,Mid Head,0,75,No,,,,
2378,Assassin Robe [1],0,"If you desired to move more quickly, it might help. It brings multiple effects when compounded as a set. Max HP + 150. MDEF + 2. Reduces damage from Demihuman monster by 2%. [Combat Greaves & General's Manteau Equip Set] AGI + 3. Maximum HP + 12%. Critical Rate + 5%. Increases Attack Speed by 5%. When attacking physically, there is a chance to recover 3000HP over per 10 seconds. Increases damage recieved from all Non-Demihuman monster by 3 times.",Phreeoni (5%),,"{ bonus bMaxHP,150; bonus bMdef,2; bonus2 bSubRace,RC_DemiHuman,2; if (isequipped(2538,2435)) { bonus2 bSubRace,RC_NonDemiHuman,-300; bonus bAgi,3; bonus bMaxHPRate,12; bonus bCritical,5; bonus bAspdRate,5; autobonus ""{ bonus2 bHPRegenRate,300,1000; }"",10,10000,BF_WEAPON,""{ specialeffect2 EF_HEAL; }""; }; }",,Armor,7,80,Yes,,,,
4246,Assaulter Card,,"Inflict 10% more damage with Critical attacks. Critical Rate + 7 on DemiHuman monster. [+ Solider & Permeter & Freezer & Heater] - Add a 0.3% chance of auto casting Level 3 Weapon Perfection on the enemy when attacking. - HP Recovery + 50% - Maximum HP + 20% - STR + 10 - Add a 30% chance of gaining 'Red Potion' item each time a monster is killed. [Swordman Class] - Red, Yellow and White Potions restore 50% more HP.",Assaulter (0.5%),,"{ bonus bCritAtkRate,10; bonus2 bCriticalAddRace,RC_DemiHuman,7; }",Weapon,,,,,,,,
